ID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S162	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S178	S179	S180	S181	S182	S183	S184	S185	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S229	S230	S231	S232	S233	S234	S235	S236	S237
CpG77	0.780803	0.885978	0.777709	0.847891	0.620518	0.783563	0.708952	0.589462	0.742434	0.609959	0.55739	0.618867	0.718534	0.626291	0.722987	0.711503	0.744872	0.824231	0.646331	0.750308	0.699632	0.640953	0.665172	0.702172	0.702157	0.694523	0.794691	0.873316	0.606131	0.587127	0.831276	0.621522	0.682954	0.709377	0.860126	0.771766	0.544291	0.64304	0.744343	0.736499	0.670858	0.688206	0.719511	0.677294	0.63295	0.719568	0.673637	0.844797	0.666207	0.751992	0.672914	0.653549	0.755403	0.712586	0.607223	0.675953	0.632512	0.793322	0.677925	0.658688	0.73178	0.653942	0.599635	0.676016	0.750101	0.658039	0.624344	0.670966	0.631921	0.831524	0.93035	0.796689	0.732285	0.82978	0.660612	0.872094	0.681157	0.908348	0.738854	0.628612	0.731063	0.755248	0.699801	0.779305	0.731589	0.900152	0.850188	0.729538	0.796171	0.608552	0.642984	0.715589	0.848164	0.610111	0.720241	0.679843	0.776693	0.790449	0.805053	0.734639	0.812454	0.656828	0.66747	0.73	0.873193	0.713279	0.740297	0.709214	0.772412	0.677185	0.654709	0.77961	0.765489	0.84639	0.709533	0.691374	0.654788	0.687331	0.746207	0.669051	0.628378	0.717216	0.697425	0.753721	0.665474	0.744761	0.814975	0.684512	0.713858	0.607346	0.856513	0.697233	0.623516	0.770381	0.687331	0.789736	0.778828	0.659483	0.654458	0.56888	0.645079	0.78492	0.624928	0.68607	0.780263	0.632977	0.701249	0.6825	0.845584	0.66954	0.723097	0.906957	0.598913	0.768995	0.769922	0.858957	0.605178	0.712802	0.769624	0.631762	0.643463	0.565206	0.762501	0.643858	0.621739	0.755714	0.690975	0.922477	0.584326	0.683655	0.771627	0.625277	0.768093	0.823417	0.752173	0.813909	0.880551	0.695911	0.75301	0.72011	0.878272	0.674508	0.692025	0.805417	0.625837	0.829042	0.839403	0.741637	0.799242	0.86137	0.925247	0.88617	0.626516	0.847266	0.653868	0.664463	0.81872	0.673617	0.73022	0.749183	0.741457	0.687766	0.644467	0.854264	0.641263	0.74402	0.644044	0.868422	0.648549	0.632995	0.603635	0.668606	0.737526	0.842013	0.6244	0.808155	0.756961	0.684803	0.786219	0.869765	0.806278	0.691258	0.741427	0.842133	0.596624	0.714458	0.801715	0.821136	0.664403	0.626104	0.804806	0.771797	0.621601	0.585302	0.741489	0.643217	0.648149
CpG78	0.562496	0.11525	0.265836	0.621851	0.153047	0.25158	0.688402	0.177833	0.592355	0.375979	0.158854	0.17171	0.420203	0.252128	0.385302	0.319642	0.650379	0.112578	0.597931	0.156262	0.275808	0.139539	0.431266	0.256486	0.66314	0.290359	0.245385	0.557701	0.401798	0.515957	0.303126	0.306451	0.558204	0.210061	0.170392	0.147016	0.514122	0.124479	0.542187	0.168529	0.416302	0.307691	0.41348	0.456804	0.135337	0.253165	0.104541	0.429352	0.453423	0.616282	0.300786	0.37666	0.11763	0.674227	0.623451	0.403545	0.316725	0.136345	0.363093	0.403495	0.240482	0.172234	0.107059	0.788036	0.394815	0.299764	0.124681	0.360272	0.295241	0.401255	0.22455	0.338596	0.407934	0.442431	0.148796	0.164438	0.432985	0.188692	0.132175	0.182196	0.453738	0.481945	0.261003	0.116489	0.267171	0.662652	0.252552	0.31366	0.405867	0.42857	0.444271	0.359238	0.159489	0.125743	0.455757	0.206618	0.571202	0.475133	0.244048	0.501901	0.110544	0.372278	0.338901	0.119925	0.455346	0.18605	0.0953313	0.473779	0.150578	0.153348	0.102416	0.103491	0.275365	0.13342	0.508934	0.175255	0.142529	0.430282	0.744143	0.677585	0.0923105	0.304441	0.400361	0.312577	0.110169	0.138682	0.52813	0.595757	0.336968	0.484988	0.590498	0.462911	0.401129	0.731638	0.586584	0.426048	0.144909	0.124335	0.575317	0.686028	0.667813	0.558657	0.364704	0.373058	0.470863	0.256561	0.494861	0.356966	0.60255	0.0782767	0.689538	0.247329	0.410446	0.297771	0.426198	0.517846	0.418925	0.371118	0.13183	0.57701	0.46034	0.325823	0.151052	0.630965	0.10802	0.559692	0.575216	0.419313	0.431533	0.423322	0.12003	0.105015	0.55005	0.64578	0.219435	0.420145	0.713163	0.373204	0.260427	0.571837	0.105053	0.400342	0.153139	0.559602	0.371034	0.335631	0.455999	0.307509	0.465859	0.474426	0.20363	0.147519	0.545529	0.379121	0.394715	0.160884	0.419582	0.764667	0.216449	0.170133	0.253494	0.626287	0.373955	0.159741	0.233856	0.127503	0.146781	0.449974	0.560201	0.406817	0.560576	0.144751	0.39191	0.498132	0.225477	0.34762	0.498723	0.390277	0.380747	0.348489	0.362751	0.117578	0.678563	0.118677	0.155266	0.809614	0.101422	0.362459	0.110923	0.476506	0.324168	0.557171	0.604501	0.243489	0.661301	0.353447	0.342785
CpG79	0.495175	0.381281	0.384186	0.459246	0.489384	0.374999	0.415616	0.520077	0.500397	0.495518	0.471047	0.50169	0.478912	0.375922	0.418376	0.531837	0.460424	0.491241	0.472352	0.425951	0.462197	0.432645	0.462577	0.421172	0.472547	0.338449	0.424963	0.392326	0.44893	0.439526	0.334398	0.43543	0.377504	0.498013	0.317026	0.448809	0.481193	0.456318	0.384092	0.434086	0.44223	0.456038	0.424365	0.457574	0.345634	0.424797	0.332808	0.534942	0.413142	0.374232	0.436601	0.39167	0.371516	0.458369	0.509361	0.365166	0.410893	0.499278	0.417441	0.509573	0.408427	0.32366	0.461079	0.444726	0.419317	0.555021	0.427569	0.484704	0.35475	0.426304	0.457483	0.409766	0.546177	0.391715	0.422192	0.339987	0.50088	0.393682	0.554639	0.328499	0.471613	0.463396	0.490253	0.38347	0.384632	0.313086	0.380509	0.394253	0.377617	0.387907	0.476548	0.509417	0.481153	0.53709	0.317685	0.542819	0.468368	0.348003	0.424684	0.424446	0.462007	0.389133	0.445436	0.456777	0.512534	0.385463	0.49712	0.448762	0.397554	0.387509	0.36927	0.36193	0.401659	0.315802	0.415294	0.417075	0.501971	0.424661	0.407891	0.532501	0.379162	0.429944	0.388754	0.409227	0.533835	0.332087	0.394611	0.46288	0.449949	0.555917	0.437137	0.416557	0.395447	0.482943	0.343317	0.364188	0.420426	0.376282	0.4299	0.41481	0.525392	0.465737	0.484178	0.492295	0.548227	0.481024	0.346131	0.439847	0.404704	0.460798	0.472881	0.288576	0.574392	0.390308	0.453661	0.486712	0.498089	0.42389	0.439633	0.494778	0.512747	0.452098	0.454693	0.378834	0.460216	0.390279	0.38475	0.350236	0.529644	0.514804	0.431604	0.479191	0.485253	0.40123	0.423881	0.414668	0.471429	0.437977	0.518096	0.458561	0.584506	0.540076	0.370598	0.500709	0.377133	0.520696	0.431512	0.331694	0.294074	0.392819	0.419972	0.468727	0.451805	0.485643	0.488421	0.44949	0.4835	0.54973	0.482046	0.539049	0.37498	0.498687	0.454345	0.399923	0.410473	0.526813	0.393536	0.331297	0.457494	0.504038	0.391771	0.410514	0.476848	0.441212	0.460162	0.36444	0.394692	0.376392	0.390005	0.462439	0.380045	0.459891	0.473012	0.322602	0.499884	0.450865	0.512356	0.459572	0.463617	0.527094	0.489802	0.435245	0.579017	0.437686	0.595803	0.429671	0.418057
CpG80	0.351215	0.338267	0.35332	0.25598	0.327589	0.437696	0.274837	0.444941	0.435476	0.302636	0.366624	0.324733	0.280103	0.338171	0.283897	0.290714	0.293026	0.310518	0.235168	0.243059	0.349044	0.325819	0.336316	0.287255	0.316414	0.280141	0.368526	0.269636	0.383987	0.387382	0.165958	0.352374	0.286612	0.2242	0.321231	0.280334	0.270891	0.307861	0.425303	0.279148	0.274818	0.248343	0.33598	0.318934	0.31339	0.287336	0.34226	0.357304	0.283241	0.368302	0.417303	0.355988	0.213158	0.365874	0.38906	0.390709	0.313297	0.213443	0.271879	0.185693	0.396655	0.334537	0.421759	0.283839	0.312855	0.406721	0.335467	0.40647	0.257945	0.251437	0.263718	0.356355	0.402454	0.299939	0.422089	0.262639	0.276776	0.215915	0.31553	0.407429	0.374453	0.271122	0.253315	0.310444	0.385049	0.492304	0.282378	0.308661	0.243672	0.37709	0.507862	0.255672	0.375343	0.225302	0.36367	0.348982	0.403868	0.24465	0.298482	0.409064	0.432172	0.207111	0.376161	0.363042	0.349704	0.29755	0.364277	0.351513	0.307828	0.323814	0.283683	0.224322	0.325223	0.266676	0.299623	0.305666	0.335281	0.307775	0.376087	0.378089	0.400238	0.345562	0.367531	0.24228	0.357953	0.352822	0.253064	0.447353	0.330947	0.303383	0.317569	0.330684	0.375087	0.268798	0.407002	0.293633	0.36649	0.264897	0.346483	0.298652	0.235279	0.366567	0.455775	0.295259	0.308243	0.320819	0.302311	0.328071	0.428953	0.369286	0.382432	0.354737	0.301028	0.183409	0.320668	0.384512	0.253716	0.320813	0.322566	0.416563	0.347286	0.308498	0.3964	0.26897	0.202157	0.238829	0.334796	0.391524	0.342125	0.355408	0.385405	0.306756	0.386829	0.379942	0.377944	0.304157	0.464267	0.392493	0.235349	0.308054	0.344214	0.289115	0.238353	0.23317	0.415381	0.35939	0.301696	0.358624	0.420775	0.218562	0.447863	0.443907	0.272445	0.446333	0.194602	0.257418	0.328531	0.305388	0.327359	0.527141	0.319648	0.345951	0.310196	0.26741	0.245527	0.35162	0.359657	0.40821	0.390445	0.362086	0.416064	0.305552	0.407816	0.389152	0.252964	0.221706	0.335319	0.380819	0.434631	0.370891	0.317924	0.335498	0.385619	0.373912	0.403246	0.403131	0.347094	0.304032	0.295665	0.258995	0.366254	0.375001	0.330394	0.404327	0.378207	0.39376	0.329231
CpG81	0.543946	0.35228	0.477946	0.589059	0.755711	0.440842	0.676678	0.595213	0.607338	0.612053	0.579153	0.672713	0.536259	0.548961	0.538833	0.429465	0.706415	0.640376	0.542709	0.443424	0.671178	0.489705	0.476365	0.601947	0.565736	0.624111	0.589088	0.538988	0.532807	0.285186	0.673286	0.549991	0.537394	0.452808	0.481507	0.642178	0.553221	0.543781	0.616315	0.553792	0.50799	0.497529	0.618237	0.501688	0.485991	0.536	0.513993	0.503283	0.476966	0.618849	0.450097	0.682309	0.451272	0.451558	0.511102	0.460725	0.448449	0.535328	0.434789	0.403089	0.589993	0.357996	0.62741	0.551527	0.492534	0.642167	0.655803	0.536661	0.31578	0.575107	0.458545	0.605638	0.613234	0.631709	0.621067	0.609051	0.400321	0.50539	0.464146	0.555419	0.521701	0.656587	0.517055	0.531098	0.572964	0.411364	0.56201	0.741971	0.528726	0.543188	0.546065	0.632871	0.584769	0.404925	0.495802	0.563527	0.440544	0.634158	0.584558	0.622857	0.550765	0.496584	0.55683	0.566105	0.382922	0.684083	0.45297	0.453735	0.502385	0.652638	0.628514	0.595765	0.559726	0.517462	0.717748	0.54853	0.550765	0.544388	0.425884	0.614883	0.502897	0.475546	0.270499	0.461907	0.681082	0.531243	0.521931	0.517984	0.539329	0.549724	0.512968	0.636086	0.444849	0.700678	0.579691	0.476518	0.578606	0.53962	0.45674	0.761355	0.600643	0.602157	0.581138	0.370355	0.59548	0.600184	0.403303	0.406836	0.529242	0.575319	0.530154	0.476821	0.457213	0.469904	0.676203	0.63256	0.555232	0.493013	0.633376	0.455755	0.507315	0.534204	0.62691	0.561177	0.328208	0.646664	0.513212	0.430876	0.616574	0.495562	0.571222	0.584805	0.466297	0.599738	0.402714	0.414268	0.445997	0.669328	0.756076	0.581862	0.450283	0.543557	0.597397	0.533027	0.46842	0.497623	0.657672	0.540555	0.544207	0.418465	0.645421	0.514873	0.354992	0.485148	0.572119	0.490835	0.443836	0.629971	0.576366	0.649835	0.635444	0.643948	0.614511	0.62914	0.622791	0.298154	0.539881	0.598362	0.637891	0.447995	0.675651	0.483595	0.571062	0.614285	0.494074	0.614742	0.542394	0.526769	0.600865	0.44986	0.67777	0.581735	0.568634	0.481199	0.622419	0.397015	0.540826	0.406811	0.584592	0.467849	0.579472	0.482069	0.539534	0.593628	0.426247	0.502741	0.595616
CpG82	0.658684	0.759655	0.714352	0.703925	0.612195	0.810471	0.62114	0.676258	0.77484	0.669261	0.701145	0.59915	0.59603	0.527874	0.654139	0.52104	0.611358	0.661778	0.49331	0.511001	0.647237	0.73615	0.647129	0.613196	0.609676	0.700785	0.696439	0.779581	0.629402	0.651961	0.55984	0.698794	0.615242	0.600749	0.710201	0.658389	0.575066	0.621735	0.670504	0.615136	0.452587	0.527866	0.746381	0.653138	0.629689	0.594879	0.603349	0.692793	0.676342	0.709778	0.622545	0.625997	0.691896	0.602096	0.744692	0.545848	0.679989	0.593223	0.573941	0.69418	0.691373	0.738947	0.62868	0.645776	0.536535	0.695178	0.63136	0.652906	0.582283	0.705811	0.632858	0.650605	0.723155	0.707316	0.597188	0.729632	0.743091	0.672997	0.653464	0.648266	0.597349	0.599734	0.589157	0.627809	0.544236	0.834385	0.616263	0.701723	0.588003	0.585441	0.608015	0.590108	0.748447	0.605269	0.723719	0.639273	0.686937	0.823322	0.688364	0.47961	0.656341	0.65015	0.504983	0.633131	0.68996	0.635472	0.675787	0.621348	0.711027	0.698669	0.657939	0.602051	0.667564	0.79913	0.647797	0.612275	0.702535	0.605479	0.559093	0.613351	0.60332	0.615456	0.70577	0.608419	0.699495	0.762817	0.737806	0.632434	0.657978	0.646088	0.723959	0.650948	0.636291	0.637477	0.605078	0.51707	0.753995	0.61186	0.586954	0.573536	0.656332	0.755682	0.590691	0.545168	0.687249	0.751476	0.560519	0.55188	0.664629	0.708148	0.694016	0.739826	0.598506	0.725804	0.719578	0.617953	0.688739	0.676114	0.732308	0.569308	0.659278	0.624088	0.711512	0.717172	0.594001	0.535817	0.66915	0.758093	0.638103	0.687182	0.639856	0.635481	0.619931	0.624944	0.595577	0.639589	0.805282	0.653382	0.752598	0.660384	0.762601	0.633041	0.62114	0.757784	0.723378	0.578596	0.730444	0.724755	0.719617	0.69041	0.674027	0.763955	0.526419	0.641118	0.559561	0.50505	0.599808	0.552783	0.682403	0.69985	0.720347	0.648061	0.550242	0.752416	0.550091	0.729157	0.698858	0.723752	0.623769	0.490842	0.643677	0.76288	0.7494	0.612363	0.600343	0.747297	0.524715	0.521797	0.757722	0.697931	0.699419	0.619595	0.682003	0.713126	0.694699	0.635196	0.644308	0.703361	0.490075	0.764698	0.566302	0.670839	0.594213	0.592302	0.583969	0.592509	0.71298
CpG83	0.511789	0.57864	0.535534	0.51176	0.595021	0.638165	0.56551	0.399056	0.618442	0.558399	0.585508	0.432311	0.655147	0.561059	0.684219	0.706005	0.564599	0.665712	0.658549	0.500131	0.768103	0.490871	0.52375	0.784913	0.562948	0.52268	0.58566	0.591649	0.561489	0.469064	0.60632	0.582064	0.730213	0.658609	0.658399	0.64612	0.60836	0.662584	0.62108	0.652889	0.47235	0.601519	0.513971	0.567903	0.614857	0.601958	0.603797	0.49088	0.577796	0.658091	0.703335	0.53433	0.602238	0.493353	0.716343	0.500985	0.737381	0.570302	0.500166	0.481197	0.554524	0.432603	0.502284	0.602045	0.563639	0.597914	0.510464	0.597373	0.586423	0.808675	0.536932	0.46986	0.474223	0.512391	0.574569	0.62895	0.593747	0.62353	0.585912	0.513116	0.545417	0.653652	0.538296	0.596527	0.58351	0.565333	0.433761	0.512002	0.588713	0.563077	0.498353	0.510077	0.768312	0.734154	0.600598	0.557532	0.497676	0.484378	0.599423	0.647444	0.785752	0.57415	0.503175	0.56213	0.584309	0.5111	0.529824	0.569491	0.66263	0.580418	0.539601	0.645355	0.495458	0.623125	0.620233	0.532983	0.572991	0.563242	0.676151	0.44132	0.627109	0.71393	0.436955	0.647559	0.496084	0.615492	0.684462	0.525075	0.490504	0.459745	0.660285	0.702993	0.476025	0.424309	0.639445	0.503096	0.5714	0.589942	0.544436	0.485925	0.548805	0.684535	0.661295	0.577976	0.447285	0.571194	0.720337	0.57632	0.594329	0.555935	0.672392	0.582806	0.638575	0.595877	0.527328	0.793527	0.562718	0.557519	0.554619	0.481201	0.641552	0.691222	0.513364	0.685828	0.582253	0.666549	0.634386	0.599611	0.574893	0.482558	0.621733	0.573541	0.53317	0.531523	0.55398	0.653065	0.504137	0.532367	0.609331	0.685907	0.689224	0.541479	0.730987	0.620516	0.426829	0.66497	0.655115	0.661684	0.514369	0.704419	0.686447	0.577116	0.508793	0.543526	0.573482	0.620906	0.468784	0.417901	0.501484	0.531349	0.637258	0.468179	0.537782	0.662381	0.568543	0.67458	0.488737	0.457468	0.62648	0.693982	0.531168	0.667455	0.64692	0.575978	0.599177	0.71249	0.535379	0.563465	0.66959	0.588077	0.686241	0.469549	0.510234	0.699142	0.649177	0.720274	0.622901	0.664147	0.530849	0.605115	0.657005	0.622297	0.692773	0.698312	0.62444	0.499126	0.666368
CpG84	0.636072	0.660716	0.902083	0.653079	0.813742	0.6401	0.61026	0.792642	0.818344	0.576109	0.667873	0.780941	0.693822	0.696946	0.746988	0.662909	0.562074	0.553184	0.861734	0.643292	0.523772	0.625561	0.668403	0.52559	0.847593	0.630743	0.744437	0.730044	0.586115	0.753404	0.547736	0.777628	0.718733	0.733812	0.841338	0.644085	0.637227	0.63547	0.608696	0.678837	0.61547	0.662154	0.711601	0.77421	0.571208	0.866056	0.62547	0.583703	0.636516	0.635104	0.593526	0.746078	0.742666	0.80766	0.844525	0.750576	0.575195	0.636043	0.617623	0.861778	0.817948	0.691047	0.597997	0.506481	0.595822	0.559156	0.54566	0.598851	0.4937	0.608565	0.680921	0.644639	0.747579	0.602998	0.539056	0.82917	0.648529	0.764268	0.595994	0.690525	0.765842	0.783671	0.671641	0.703589	0.696588	0.692002	0.632222	0.708445	0.596683	0.789785	0.664621	0.773798	0.479561	0.651182	0.744487	0.596915	0.95656	0.93364	0.58154	0.629549	0.799394	0.843602	0.622612	0.667591	0.527234	0.66683	0.658214	0.532366	0.781842	0.747623	0.747405	0.563959	0.698629	0.503009	0.680701	0.716024	0.702177	0.715329	0.583135	0.652919	0.542865	0.651326	0.553377	0.550767	0.774278	0.817505	0.744414	0.702058	0.675347	0.71319	0.877728	0.736599	0.666165	0.785842	0.84908	0.713022	0.682294	0.70524	0.70496	0.763572	0.617545	0.530519	0.591454	0.787924	0.741296	0.770274	0.694199	0.806254	0.672681	0.652167	0.625571	0.672679	0.738965	0.576517	0.454244	0.524153	0.626775	0.505221	0.630937	0.620524	0.603608	0.734062	0.617835	0.62246	0.569577	0.784362	0.558001	0.667175	0.595731	0.682434	0.73412	0.569933	0.638322	0.638195	0.593241	0.677501	0.661377	0.630572	0.562734	0.713973	0.7077	0.603	0.861925	0.62696	0.742072	0.806617	0.645434	0.656377	0.689887	0.730019	0.728653	0.75468	0.732998	0.523183	0.611664	0.67109	0.790926	0.719885	0.750215	0.666132	0.724676	0.680133	0.567443	0.751321	0.508553	0.667847	0.738236	0.612682	0.649067	0.689296	0.684527	0.691376	0.755398	0.617442	0.535106	0.63189	0.538294	0.643071	0.476585	0.549631	0.460491	0.594244	0.760927	0.712246	0.692927	0.734305	0.576504	0.628619	0.85203	0.618097	0.536952	0.67756	0.588191	0.671771	0.572689	0.7017	0.574303
CpG85	0.724222	0.648475	0.555747	0.770789	0.612275	0.606604	0.618609	0.800565	0.60704	0.646482	0.551901	0.687617	0.7751	0.577179	0.654066	0.718425	0.62619	0.63432	0.621557	0.773467	0.776215	0.731602	0.626489	0.60706	0.649215	0.605853	0.742111	0.732688	0.802339	0.711485	0.724993	0.61041	0.738254	0.875679	0.592002	0.617706	0.766784	0.711163	0.585117	0.890871	0.622019	0.763088	0.678591	0.576335	0.70646	0.723268	0.90945	0.697034	0.608006	0.64789	0.769942	0.639954	0.656258	0.766339	0.711745	0.62731	0.605856	0.650352	0.893077	0.525738	0.578611	0.66103	0.563772	0.634473	0.791302	0.699927	0.664866	0.661116	0.622253	0.85103	0.631326	0.543129	0.660217	0.610185	0.768147	0.630395	0.599837	0.635543	0.654512	0.585601	0.605315	0.789031	0.603569	0.673481	0.737755	0.737471	0.623237	0.668543	0.591292	0.594604	0.740428	0.655588	0.884311	0.57654	0.434151	0.676625	0.665603	0.738892	0.590815	0.625658	0.649387	0.678692	0.581981	0.535389	0.541047	0.648653	0.713267	0.588841	0.651076	0.630844	0.570745	0.577868	0.71126	0.698245	0.592116	0.588615	0.697967	0.606198	0.887644	0.681668	0.715421	0.701619	0.522516	0.694943	0.743013	0.787547	0.666174	0.590268	0.719716	0.602191	0.621852	0.55553	0.639415	0.584145	0.644673	0.915507	0.675724	0.812129	0.656562	0.629436	0.594771	0.707361	0.624666	0.805709	0.726235	0.815383	0.822917	0.599832	0.655771	0.762872	0.7845	0.603883	0.919272	0.628858	0.604198	0.606292	0.760529	0.737471	0.654957	0.651257	0.767142	0.619649	0.787744	0.829113	0.644505	0.772607	0.590245	0.787706	0.673515	0.785882	0.727339	0.618708	0.67428	0.736964	0.618028	0.687286	0.795203	0.832574	0.783699	0.650857	0.617646	0.74237	0.740868	0.63834	0.575293	0.606137	0.872453	0.801945	0.601294	0.607426	0.552815	0.527597	0.916769	0.59812	0.616942	0.749266	0.803372	0.851182	0.622926	0.583444	0.658754	0.54327	0.609397	0.638092	0.539481	0.637986	0.791677	0.815021	0.622154	0.776053	0.654502	0.620577	0.589834	0.63632	0.733256	0.707014	0.819363	0.912704	0.724384	0.628616	0.700506	0.63224	0.692292	0.756695	0.625683	0.667477	0.789579	0.635691	0.519975	0.680007	0.630169	0.619167	0.774299	0.593054	0.909237	0.585858	0.603469
CpG86	0.469797	0.441687	0.478498	0.522547	0.585337	0.56839	0.256104	0.613116	0.578094	0.489098	0.331142	0.292473	0.320952	0.572799	0.106256	0.469054	0.585846	0.416506	0.0134632	0.496249	0.531548	0.50308	0.486038	0.518697	0.31506	0.487858	0.518473	0.458463	0.296376	0.0196878	0.676113	0.298384	0.296762	0.454031	0.468294	0.287188	0.562501	0.347143	0.560643	0.452166	0.0240872	0.579941	0.552938	0.615534	0.532465	0.506608	0.549152	0.560371	0.279854	0.701127	0.301922	0.519001	0.499376	0.515017	0.526487	0.300042	0.539519	0.510111	0.573876	0.50639	0.319723	0.547051	0.331514	0.331317	0.499548	0.534108	0.509164	0.313383	0.252856	0.538842	0.408031	0.491207	0.606852	0.298493	0.547846	0.554342	0.276885	0.511584	0.26871	0.53904	0.635078	0.55807	0.43016	0.560187	0.465151	0.450717	0.257052	0.478221	0.018591	0.279349	0.546871	0.559489	0.563712	0.309124	0.521567	0.541538	0.671223	0.42897	0.50969	0.289828	0.511516	0.471158	0.495575	0.602357	0.326403	0.50803	0.515792	0.43729	0.543696	0.506748	0.590294	0.355557	0.50145	0.278916	0.515697	0.476215	0.319889	0.613167	0.482255	0.521063	0.521068	0.555046	0.498584	0.514742	0.513763	0.47668	0.447548	0.319586	0.490329	0.545333	0.51587	0.475986	0.546501	0.564288	0.490887	0.501142	0.527982	0.49785	0.306222	0.584591	0.54062	0.312632	0.464369	0.0209018	0.513341	0.30934	0.521171	0.26714	0.53175	0.532126	0.293249	0.288984	0.519558	0.543892	0.531535	0.402467	0.473397	0.436197	0.688831	0.252956	0.0152388	0.483883	0.497569	0.544545	0.525808	0.537298	0.477048	0.485282	0.529943	0.531429	0.659817	0.328589	0.528734	0.448643	0.550292	0.453338	0.273435	0.4867	0.595544	0.562913	0.244077	0.487269	0.500452	0.624565	0.345053	0.581676	0.317139	0.536708	0.558187	0.309863	0.54042	0.569154	0.530244	0.273183	0.577654	0.478176	0.432245	0.509197	0.582402	0.544756	0.481337	0.691622	0.585229	0.485708	0.51367	0.534434	0.488813	0.709188	0.275038	0.578769	0.594185	0.583793	0.285758	0.512869	0.477834	0.437818	0.285266	0.288371	0.0169649	0.45939	0.523094	0.487258	0.316563	0.487857	0.534432	0.547799	0.575002	0.310796	0.0158025	0.310754	0.424403	0.53088	0.537851	0.596915	0.504075	0.548749	0.534968
CpG87	0.243805	0.133258	0.346699	0.125379	0.357178	0.161645	0.260733	0.391363	0.424787	0.24328	0.290796	0.303106	0.309086	0.310877	0.193907	0.158679	0.20538	0.398973	0.231528	0.273822	0.221848	0.416545	0.403032	0.339433	0.263344	0.287915	0.224853	0.284739	0.189543	0.315701	0.247491	0.431926	0.271139	0.244489	0.308584	0.374602	0.413529	0.188014	0.264595	0.182518	0.24242	0.246263	0.284971	0.307899	0.364117	0.277759	0.256093	0.323396	0.273723	0.298347	0.318048	0.273971	0.50626	0.153807	0.356596	0.174937	0.173562	0.234752	0.234073	0.279426	0.313391	0.149738	0.3739	0.299033	0.397678	0.414044	0.342648	0.243165	0.172353	0.27693	0.242775	0.348703	0.371471	0.163006	0.349302	0.182452	0.290824	0.284624	0.258901	0.236783	0.312399	0.367535	0.355316	0.135945	0.315731	0.140084	0.216731	0.492856	0.245174	0.237473	0.443512	0.337326	0.221776	0.159607	0.113744	0.239604	0.255219	0.219355	0.327654	0.357553	0.339761	0.283309	0.306242	0.300883	0.26074	0.236788	0.192551	0.211896	0.22433	0.538376	0.183922	0.193312	0.306431	0.238347	0.26711	0.300921	0.313533	0.371113	0.280275	0.307087	0.225836	0.340212	0.12437	0.128625	0.32583	0.208026	0.253243	0.159587	0.184833	0.339618	0.289095	0.327986	0.220309	0.407786	0.339466	0.244895	0.339205	0.332066	0.313151	0.388775	0.233108	0.211187	0.399611	0.235354	0.289419	0.426539	0.143949	0.255518	0.25904	0.256898	0.145215	0.344804	0.279434	0.14462	0.329789	0.105645	0.236238	0.179123	0.24756	0.366984	0.25322	0.290476	0.421743	0.304823	0.231162	0.282968	0.301165	0.325499	0.406416	0.326688	0.203431	0.286376	0.139324	0.259603	0.229829	0.29311	0.238476	0.349052	0.313115	0.21173	0.204621	0.216919	0.331593	0.295989	0.279827	0.328822	0.122248	0.220663	0.371276	0.244781	0.170399	0.304567	0.350747	0.21188	0.186066	0.259577	0.367691	0.336093	0.206279	0.281212	0.270733	0.301044	0.243688	0.343015	0.316513	0.214218	0.353618	0.410971	0.284503	0.322822	0.341232	0.264615	0.182955	0.336813	0.254514	0.273763	0.305223	0.121345	0.334114	0.231664	0.275376	0.300787	0.330327	0.320791	0.202948	0.233379	0.218625	0.255006	0.210679	0.242725	0.253444	0.190079	0.286124	0.307499	0.206819	0.187635	0.313111
