ID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S162	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S178	S179	S180	S181	S182	S183	S184	S185	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S229	S230	S231	S232	S233	S234	S235	S236	S237
CpG26	0.404304	0.498717	0.428819	0.556597	0.474778	0.545845	0.553413	0.465723	0.527129	0.564999	0.435992	0.473415	0.513029	0.609052	0.466942	0.561332	0.575973	0.503858	0.427271	0.580247	0.486332	0.510975	0.506472	0.489623	0.441931	0.570284	0.50399	0.38245	0.432079	0.445872	0.259474	0.561545	0.569678	0.558387	0.614167	0.451272	0.595149	0.500804	0.485696	0.419576	0.45911	0.397844	0.487657	0.552305	0.499911	0.401536	0.434285	0.624359	0.495121	0.617496	0.372304	0.48124	0.327764	0.40831	0.505654	0.519511	0.483998	0.489009	0.599292	0.566781	0.55362	0.603532	0.558535	0.505529	0.581422	0.479987	0.446478	0.559497	0.511487	0.472335	0.486551	0.490524	0.509918	0.529551	0.284921	0.478956	0.486819	0.386216	0.537114	0.44201	0.360883	0.488698	0.369315	0.38224	0.499472	0.51552	0.323748	0.547458	0.508156	0.437177	0.518912	0.364827	0.577143	0.484834	0.447138	0.536643	0.406029	0.468301	0.573971	0.473005	0.530523	0.371045	0.524101	0.486183	0.507779	0.550416	0.490964	0.396618	0.370045	0.471058	0.607116	0.636741	0.467433	0.378495	0.470055	0.364877	0.519362	0.511699	0.381059	0.443974	0.488293	0.454934	0.491998	0.358681	0.535942	0.492942	0.559964	0.488224	0.571425	0.453141	0.574735	0.511505	0.523751	0.545521	0.504778	0.403323	0.4279	0.471006	0.530629	0.56558	0.361242	0.459119	0.572715	0.55741	0.402486	0.424554	0.432747	0.432092	0.540569	0.516169	0.362351	0.559484	0.56157	0.573395	0.585363	0.574163	0.418987	0.481745	0.447566	0.499275	0.507587	0.537138	0.541985	0.519595	0.399962	0.406903	0.539865	0.536243	0.420793	0.550728	0.378565	0.421686	0.447791	0.471064	0.539563	0.559553	0.378033	0.505983	0.625043	0.540233	0.508851	0.46643	0.461818	0.598939	0.588919	0.416319	0.534263	0.573175	0.554003	0.575807	0.587836	0.611853	0.538325	0.446898	0.461574	0.512841	0.510938	0.570244	0.443924	0.524267	0.424306	0.527267	0.383429	0.496439	0.598161	0.471698	0.518276	0.472952	0.423949	0.45533	0.482036	0.400859	0.558831	0.532617	0.49927	0.556706	0.446141	0.382842	0.572013	0.459905	0.494065	0.533291	0.4612	0.520956	0.492197	0.529616	0.54242	0.521503	0.507809	0.519079	0.392571	0.541114	0.567331	0.485711	0.545954	0.539797	0.557625
CpG27	0.307568	0.424905	0.302295	0.368588	0.4642	0.262619	0.380781	0.34716	0.336426	0.292574	0.353083	0.312331	0.276069	0.330452	0.224579	0.520103	0.212736	0.428317	0.238211	0.287787	0.142337	0.23239	0.72787	0.316332	0.643937	0.292848	0.375377	0.258465	0.285662	0.288008	0.19416	0.205248	0.253448	0.390683	0.178784	0.30091	0.424214	0.237157	0.352831	0.206791	0.255826	0.221201	0.29139	0.375157	0.19986	0.338736	0.280263	0.179291	0.218724	0.386468	0.274082	0.303227	0.202703	0.199355	0.42505	0.259751	0.28131	0.328392	0.232598	0.157848	0.507264	0.269342	0.4003	0.259197	0.38335	0.362493	0.31403	0.322656	0.201586	0.260537	0.286299	0.273527	0.615323	0.326083	0.296912	0.270619	0.381005	0.304155	0.183993	0.310083	0.331393	0.176943	0.192727	0.255148	0.348606	0.293346	0.195875	0.194368	0.349499	0.192285	0.184353	0.233203	0.216233	0.242732	0.112052	0.671028	0.183313	0.565339	0.199355	0.197525	0.452885	0.324689	0.348514	0.245246	0.371941	0.197919	0.292438	0.134736	0.531971	0.289316	0.307114	0.34647	0.271441	0.201007	0.203554	0.219219	0.636396	0.382202	0.445104	0.374007	0.0468218	0.250467	0.270146	0.248096	0.401683	0.325711	0.23477	0.427762	0.263367	0.217729	0.2044	0.70287	0.357474	0.334322	0.229457	0.207118	0.655144	0.352495	0.273074	0.320722	0.181409	0.238731	0.656339	0.159341	0.413958	0.357031	0.164266	0.285388	0.199929	0.699582	0.183318	0.246767	0.238055	0.28777	0.326775	0.238795	0.312947	0.212317	0.307434	0.194967	0.154504	0.33018	0.493743	0.221075	0.272252	0.443581	0.302774	0.275511	0.562729	0.405286	0.172966	0.475181	0.200652	0.118633	0.229193	0.265593	0.402736	0.40342	0.122027	0.196698	0.379924	0.200038	0.228051	0.411089	0.237732	0.379914	0.397462	0.182247	0.330998	0.238043	0.223691	0.354049	0.28709	0.302372	0.282663	0.134626	0.28941	0.212155	0.341892	0.640896	0.231408	0.295882	0.249299	0.47663	0.321585	0.286859	0.264523	0.231897	0.239152	0.148382	0.33034	0.375527	0.205277	0.220857	0.20196	0.374028	0.193758	0.344558	0.279941	0.259074	0.406142	0.251143	0.308144	0.340059	0.326436	0.27949	0.316146	0.223592	0.188483	0.252235	0.346439	0.314622	0.480581	0.739642	0.426568	0.386812	0.342355
CpG28	0.353688	0.286876	0.336188	0.496657	0.416943	0.414726	0.295728	0.472505	0.419921	0.458161	0.361251	0.432528	0.382207	0.520428	0.386136	0.323075	0.432531	0.308835	0.381796	0.364961	0.491079	0.488623	0.336537	0.400305	0.455099	0.329776	0.310036	0.434868	0.363436	0.453501	0.390716	0.357239	0.382376	0.315586	0.300276	0.357935	0.388236	0.482983	0.365682	0.389564	0.404669	0.427887	0.404906	0.387795	0.435221	0.381246	0.358495	0.351387	0.420306	0.408154	0.360396	0.429433	0.422322	0.452148	0.312664	0.379061	0.324118	0.465838	0.25595	0.431927	0.42498	0.367403	0.392195	0.283749	0.421299	0.419142	0.348264	0.333827	0.425843	0.452619	0.138377	0.410624	0.45735	0.342	0.467278	0.341433	0.333331	0.316428	0.341471	0.451839	0.465297	0.416629	0.457503	0.393535	0.374775	0.296217	0.351761	0.347028	0.338541	0.396872	0.364564	0.448433	0.343009	0.312556	0.440659	0.368357	0.211921	0.338789	0.372429	0.398282	0.389416	0.296526	0.333478	0.491677	0.266831	0.426406	0.411151	0.315776	0.226448	0.384416	0.437745	0.390495	0.291943	0.331856	0.459262	0.398953	0.356857	0.322495	0.426338	0.366217	0.40368	0.31808	0.483231	0.344917	0.479254	0.363403	0.357689	0.355738	0.29016	0.444007	0.361784	0.32726	0.42795	0.401689	0.391867	0.267538	0.339327	0.410694	0.39041	0.444935	0.358572	0.326927	0.337495	0.350791	0.493354	0.364447	0.268519	0.44655	0.445183	0.418362	0.377705	0.290453	0.453645	0.454349	0.341751	0.297624	0.394346	0.347	0.322272	0.265714	0.332031	0.326209	0.326238	0.485959	0.300813	0.411084	0.412352	0.240599	0.455031	0.396727	0.439218	0.339943	0.378332	0.278784	0.310892	0.273081	0.40074	0.455648	0.34494	0.420727	0.314439	0.404942	0.369602	0.404136	0.387688	0.306712	0.35211	0.335294	0.309375	0.340499	0.288425	0.432241	0.446624	0.426807	0.262489	0.40398	0.396698	0.483017	0.464978	0.354673	0.357486	0.459177	0.503615	0.312001	0.389676	0.25359	0.44305	0.450927	0.419198	0.380419	0.431714	0.380138	0.420277	0.226246	0.396896	0.264136	0.384761	0.362286	0.329729	0.330477	0.33539	0.336381	0.419733	0.353495	0.36977	0.381402	0.315287	0.306565	0.348833	0.316176	0.337158	0.360209	0.414548	0.365492	0.330253	0.497423	0.471468
CpG29	0.216779	0.0571183	0.219453	0.225832	0.0898717	0.100426	0.140675	0.376657	0.0828299	0.0937426	0.0910382	0.223325	0.121252	0.243863	0.362133	0.28238	0.136855	0.234734	0.260545	0.239804	0.269664	0.093802	0.10608	0.2806	0.34211	0.112506	0.121155	0.106416	0.118627	0.260991	0.271803	0.108077	0.366539	0.132296	0.095152	0.11662	0.238142	0.254388	0.0750849	0.193589	0.104994	0.259996	0.127573	0.270419	0.139372	0.266831	0.139913	0.0805355	0.0899296	0.227212	0.154064	0.086313	0.247672	0.259985	0.13848	0.277868	0.101128	0.13474	0.285703	0.0854633	0.0813265	0.0972537	0.2803	0.0978801	0.236314	0.111098	0.0853497	0.417679	0.132427	0.217575	0.0616381	0.279627	0.11128	0.282953	0.152083	0.212539	0.23928	0.265963	0.134356	0.288112	0.243729	0.101166	0.291508	0.204906	0.251582	0.0750085	0.109443	0.113983	0.237504	0.276805	0.143573	0.0724054	0.0968483	0.268772	0.124702	0.11568	0.240996	0.24265	0.108944	0.0814781	0.237109	0.22513	0.262001	0.12546	0.226659	0.104311	0.10926	0.143638	0.307829	0.137873	0.265859	0.0686378	0.213213	0.243088	0.317206	0.108691	0.12012	0.232029	0.105759	0.0889685	0.223947	0.255735	0.246509	0.232238	0.25165	0.0958161	0.199517	0.254699	0.232647	0.252906	0.109813	0.129278	0.27622	0.249806	0.180604	0.0710596	0.22458	0.272441	0.0877211	0.118998	0.0507708	0.155798	0.23714	0.128168	0.103073	0.0987098	0.132663	0.110607	0.253009	0.408471	0.144894	0.232132	0.272161	0.297913	0.0990132	0.230048	0.433895	0.133759	0.0764713	0.259448	0.154735	0.125758	0.230536	0.306827	0.0982507	0.254054	0.0961574	0.0708652	0.0964012	0.123749	0.157719	0.116936	0.281064	0.249926	0.244493	0.189844	0.0826446	0.084299	0.370186	0.216323	0.0833788	0.297618	0.0944451	0.123826	0.37989	0.154705	0.0523408	0.256965	0.331008	0.0726594	0.0978764	0.0971937	0.271674	0.320244	0.138168	0.281519	0.0914538	0.126363	0.11215	0.225111	0.259807	0.253252	0.0783232	0.0782668	0.294078	0.26334	0.221379	0.089049	0.159581	0.100603	0.282342	0.26218	0.204913	0.116109	0.135336	0.0764286	0.09192	0.271154	0.0969274	0.0827505	0.0861444	0.0852218	0.10826	0.191928	0.264262	0.0799392	0.0618683	0.0720637	0.0856682	0.361714	0.140313	0.066878	0.2758	0.227906	0.0789451	0.0807839	0.246403
CpG30	0.24928	0.33553	0.134436	0.300461	0.190814	0.341627	0.294151	0.179552	0.261494	0.180174	0.278626	0.136387	0.12726	0.143654	0.205613	0.163633	0.144344	0.259772	0.138892	0.250777	0.241366	0.20774	0.168969	0.261756	0.112869	0.20021	0.406213	0.353634	0.196994	0.253597	0.110687	0.209673	0.159028	0.165159	0.235082	0.233901	0.261247	0.223508	0.407349	0.132165	0.195728	0.135182	0.182905	0.255299	0.154701	0.204186	0.127313	0.255454	0.189172	0.222577	0.168921	0.271201	0.124184	0.155523	0.205118	0.103662	0.156294	0.173663	0.12909	0.206826	0.189783	0.219877	0.181418	0.172215	0.216398	0.178687	0.23195	0.263281	0.182523	0.175461	0.381388	0.249853	0.149005	0.188884	0.212674	0.275395	0.174956	0.274326	0.152872	0.100143	0.25491	0.22701	0.100815	0.234995	0.174431	0.393083	0.19781	0.266756	0.232416	0.169177	0.115239	0.17618	0.259078	0.275356	0.128841	0.182729	0.321809	0.289223	0.31159	0.366984	0.218862	0.239714	0.0895134	0.188655	0.25599	0.214247	0.180731	0.178286	0.277959	0.287603	0.178307	0.214183	0.225145	0.361448	0.106477	0.121955	0.160677	0.212307	0.17522	0.262754	0.196761	0.200325	0.194876	0.204921	0.218418	0.295889	0.275178	0.160193	0.242091	0.184667	0.39405	0.191257	0.231659	0.273491	0.0802923	0.327181	0.151537	0.162695	0.204388	0.153026	0.120004	0.213544	0.181059	0.175303	0.257519	0.217788	0.183621	0.16806	0.295465	0.213923	0.108134	0.298148	0.156955	0.127577	0.173541	0.179363	0.138415	0.194319	0.218118	0.173006	0.132053	0.211639	0.228128	0.253529	0.169439	0.10859	0.155471	0.327756	0.251733	0.187319	0.168367	0.30297	0.139306	0.13452	0.196907	0.321692	0.41466	0.25949	0.168413	0.215417	0.294458	0.273118	0.251254	0.225786	0.217526	0.140322	0.307564	0.187005	0.292356	0.219716	0.43105	0.376015	0.169138	0.301806	0.274714	0.113023	0.172847	0.19724	0.172961	0.121176	0.201267	0.195478	0.139938	0.357014	0.17448	0.267958	0.181457	0.322813	0.198347	0.232764	0.159862	0.15923	0.137536	0.195167	0.175461	0.22839	0.240944	0.18067	0.247501	0.370652	0.240686	0.193924	0.260015	0.313915	0.159609	0.149391	0.326118	0.253856	0.130657	0.224367	0.220752	0.230791	0.211277	0.154788	0.235758	0.147028	0.174567
CpG31	0.175915	0.274005	0.220891	0.234196	0.313582	0.104078	0.175659	0.277791	0.187138	0.225084	0.245343	0.286679	0.1661	0.212289	0.193075	0.220474	0.148972	0.189916	0.0812104	0.165948	0.326411	0.226266	0.237065	0.252406	0.146192	0.239083	0.232051	0.316624	0.210467	0.173956	0.138873	0.22382	0.19377	0.122475	0.231849	0.217385	0.294947	0.230258	0.254467	0.144407	0.215008	0.128977	0.153581	0.222961	0.134303	0.137297	0.145687	0.244584	0.233674	0.226958	0.138195	0.167225	0.1694	0.243759	0.228038	0.173755	0.306716	0.219151	0.180968	0.203742	0.194401	0.130144	0.230354	0.258422	0.292589	0.23647	0.295744	0.111897	0.238672	0.159736	0.216186	0.303944	0.205521	0.235426	0.217464	0.249682	0.153403	0.208111	0.141601	0.260604	0.229517	0.245241	0.249037	0.162564	0.274452	0.204727	0.190801	0.277519	0.301241	0.234176	0.267981	0.208012	0.163096	0.174278	0.0664017	0.289173	0.0953551	0.211703	0.178857	0.230879	0.339151	0.144925	0.212834	0.205415	0.408232	0.15663	0.200658	0.198676	0.230103	0.299806	0.2542	0.245729	0.154869	0.154673	0.235968	0.21204	0.127497	0.183136	0.243354	0.301275	0.215738	0.172954	0.195822	0.196433	0.251344	0.254725	0.2413	0.117262	0.154142	0.262177	0.270864	0.244487	0.174716	0.236209	0.135516	0.248014	0.144192	0.242372	0.247391	0.234307	0.165547	0.210299	0.156895	0.180228	0.178117	0.231248	0.092654	0.177526	0.139529	0.190721	0.293224	0.272251	0.165835	0.127817	0.234139	0.276075	0.210975	0.152352	0.174089	0.228974	0.202492	0.330819	0.278132	0.187756	0.176798	0.148664	0.139366	0.301345	0.269621	0.264027	0.230295	0.182221	0.223998	0.164716	0.214501	0.237453	0.30359	0.30681	0.191389	0.200201	0.229454	0.200554	0.298935	0.243097	0.204838	0.249796	0.16344	0.183498	0.177431	0.200887	0.170885	0.273855	0.206198	0.192997	0.255875	0.114732	0.267959	0.185458	0.255942	0.264629	0.18534	0.183545	0.320223	0.227314	0.12199	0.286018	0.237964	0.241051	0.299316	0.198378	0.276292	0.24612	0.153554	0.156182	0.227987	0.254303	0.170592	0.29083	0.32712	0.138976	0.312127	0.212171	0.291876	0.333062	0.277626	0.226391	0.303018	0.30439	0.249436	0.203658	0.237096	0.199189	0.302655	0.161394	0.235805	0.264278	0.133977
CpG32	0.310051	0.0302242	0.283694	0.257125	0.302006	0.293119	0.282438	0.397716	0.406808	0.30204	0.274656	0.416052	0.026514	0.399476	0.400313	0.402735	0.35912	0.323987	0.225694	0.299178	0.303934	0.297912	0.386713	0.329668	0.0299141	0.0317489	0.38086	0.0457687	0.295331	0.309894	0.311568	0.406868	0.264295	0.397595	0.426676	0.273481	0.435386	0.320547	0.035349	0.254191	0.264564	0.282911	0.0210618	0.418299	0.377896	0.0296777	0.290812	0.409813	0.398437	0.270268	0.391749	0.416452	0.354785	0.312953	0.285072	0.310336	0.386421	0.248933	0.292922	0.0288321	0.313647	0.432713	0.394261	0.319299	0.334001	0.406374	0.394651	0.312371	0.405866	0.304363	0.356982	0.337589	0.272781	0.29273	0.307586	0.278062	0.0352739	0.439261	0.294474	0.376327	0.0287458	0.304383	0.0377561	0.234114	0.409526	0.411185	0.264941	0.380934	0.337655	0.39925	0.413596	0.33184	0.305428	0.030384	0.428654	0.40732	0.397943	0.0348145	0.327982	0.326555	0.0334851	0.0313526	0.252064	0.403424	0.30078	0.434423	0.327588	0.0351501	0.359889	0.312914	0.405896	0.0348274	0.383875	0.0256631	0.021058	0.0340452	0.237315	0.400467	0.288022	0.335437	0.364891	0.320783	0.321138	0.0277882	0.399685	0.0230759	0.368479	0.317317	0.42061	0.0317044	0.0364496	0.289096	0.0262969	0.407617	0.401081	0.418279	0.309866	0.301627	0.372989	0.424347	0.294055	0.360898	0.31779	0.0260145	0.345944	0.309714	0.269829	0.373191	0.44597	0.311679	0.0267566	0.0369222	0.298201	0.0318947	0.287875	0.259865	0.319108	0.0391382	0.0282444	0.259287	0.294327	0.295565	0.310141	0.372578	0.301098	0.282238	0.314108	0.0281796	0.0302137	0.265296	0.240342	0.301941	0.267284	0.0218928	0.290476	0.368006	0.325387	0.320099	0.264847	0.30552	0.296458	0.287633	0.03427	0.362362	0.398185	0.0131903	0.030565	0.385282	0.312578	0.0243487	0.306528	0.380573	0.313032	0.0308418	0.254266	0.217447	0.0231546	0.0304156	0.0286447	0.0304687	0.310269	0.421671	0.404436	0.425874	0.0362221	0.380646	0.327547	0.404822	0.370825	0.404459	0.311329	0.322198	0.341061	0.0272606	0.0269899	0.305999	0.325177	0.259435	0.0328543	0.405537	0.0318613	0.387112	0.0306724	0.307135	0.393022	0.411205	0.0318238	0.0316971	0.278212	0.403874	0.29296	0.405517	0.0295031	0.415063	0.423418	0.3186	0.432834
CpG33	0.843331	0.733166	0.772538	0.629251	0.684778	0.809698	0.852884	0.887192	0.737828	0.62386	0.751287	0.904869	0.77117	0.854902	0.727015	0.847439	0.915198	0.75631	0.862849	0.880493	0.844115	0.761264	0.90302	0.810941	0.847302	0.895794	0.728514	0.865908	0.735073	0.799938	0.766298	0.838084	0.724858	0.747854	0.834845	0.571422	0.79078	0.745594	0.862638	0.781569	0.902088	0.895013	0.863816	0.927148	0.809671	0.853384	0.656544	0.815385	0.739444	0.757181	0.848804	0.804677	0.85093	0.601383	0.699694	0.842435	0.780713	0.840592	0.892236	0.691127	0.814323	0.875406	0.735832	0.89445	0.646899	0.777904	0.704267	0.789678	0.839624	0.79648	0.769327	0.852421	0.864414	0.712707	0.842672	0.752833	0.860636	0.877044	0.87595	0.773335	0.733746	0.848143	0.74078	0.563974	0.884586	0.723824	0.908872	0.812502	0.574255	0.855659	0.844177	0.812164	0.747364	0.768168	0.628666	0.780314	0.785354	0.834704	0.801178	0.683539	0.921436	0.843769	0.824951	0.942482	0.90469	0.891772	0.780515	0.768201	0.64319	0.929457	0.947551	0.825853	0.835645	0.76133	0.777346	0.820228	0.682379	0.898689	0.870882	0.695944	0.815525	0.860587	0.742597	0.800126	0.937939	0.68881	0.831186	0.833145	0.72187	0.911379	0.639599	0.906149	0.883803	0.773235	0.789607	0.875079	0.876512	0.940184	0.931627	0.815574	0.780363	0.716296	0.842766	0.895583	0.794675	0.820347	0.634058	0.812433	0.742307	0.827212	0.757835	0.809033	0.852735	0.672499	0.803346	0.872661	0.780485	0.726512	0.784229	0.85067	0.613958	0.802023	0.739464	0.890781	0.686333	0.709305	0.651295	0.790095	0.711158	0.858018	0.725987	0.831021	0.806109	0.843104	0.688422	0.963029	0.771198	0.750477	0.805954	0.808794	0.78526	0.807342	0.88362	0.932428	0.798227	0.869306	0.759297	0.732936	0.594509	0.734662	0.644436	0.847341	0.880959	0.729371	0.903732	0.838444	0.841625	0.828492	0.801527	0.61992	0.863509	0.870811	0.736245	0.950195	0.608565	0.935524	0.754535	0.864313	0.782078	0.867543	0.734974	0.702788	0.917408	0.795773	0.770761	0.71933	0.57406	0.855036	0.752521	0.747345	0.818555	0.720659	0.796669	0.790064	0.603301	0.634721	0.754455	0.707254	0.802518	0.938944	0.90592	0.863778	0.761603	0.720965	0.789603	0.838806	0.725421
CpG34	0.37721	0.438361	0.485529	0.469554	0.602158	0.752536	0.568997	0.60127	0.815509	0.418377	0.553181	0.378014	0.7457	0.424866	0.367861	0.386447	0.792199	0.743542	0.707847	0.461999	0.807194	0.423206	0.353251	0.377092	0.52219	0.402323	0.749666	0.423206	0.548968	0.80655	0.831586	0.36752	0.429092	0.377092	0.830122	0.18465	0.610468	0.574517	0.839467	0.49519	0.571304	0.19185	0.512347	0.795313	0.564854	0.575379	0.332716	0.567858	0.370566	0.484919	0.248623	0.585642	0.600139	0.778511	0.345627	0.322966	0.77998	0.413804	0.790683	0.590402	0.413561	0.58803	0.484259	0.476708	0.327845	0.434846	0.4034	0.287349	0.560034	0.500317	0.49904	0.392362	0.827286	0.528075	0.360071	0.40505	0.755014	0.558984	0.382823	0.616776	0.527951	0.788827	0.374216	0.519058	0.336546	0.766336	0.512691	0.45067	0.382523	0.499707	0.773836	0.584009	0.758366	0.399694	0.819837	0.396202	0.525176	0.32692	0.841476	0.401778	0.525448	0.784419	0.469178	0.595865	0.382657	0.382147	0.205931	0.283079	0.551258	0.812353	0.588028	0.418981	0.289272	0.758205	0.801645	0.558883	0.367909	0.752566	0.398086	0.426029	0.79813	0.506253	0.812078	0.385297	0.381627	0.801245	0.717431	0.371805	0.396904	0.783203	0.561409	0.781895	0.275817	0.591075	0.462652	0.385561	0.403099	0.355999	0.410061	0.409382	0.578628	0.782126	0.4715	0.526009	0.760909	0.551962	0.723308	0.5114	0.368127	0.375737	0.452636	0.360224	0.412259	0.812673	0.287774	0.807479	0.526356	0.406746	0.429499	0.331186	0.574058	0.440827	0.789971	0.499119	0.807808	0.813045	0.756388	0.33117	0.850416	0.292876	0.361516	0.558179	0.813793	0.561222	0.546783	0.386457	0.350938	0.785278	0.635243	0.41282	0.35406	0.337944	0.761379	0.813963	0.62751	0.459739	0.415326	0.387163	0.554312	0.563049	0.578872	0.791604	0.526356	0.560912	0.379298	0.357249	0.402131	0.818879	0.370342	0.379888	0.831852	0.288564	0.606769	0.537228	0.391743	0.364778	0.82602	0.27758	0.403206	0.811938	0.602686	0.215152	0.495396	0.516344	0.562612	0.516452	0.540561	0.703486	0.550344	0.365693	0.523876	0.219249	0.360913	0.408047	0.525398	0.7239	0.793154	0.814559	0.314055	0.379712	0.392324	0.397875	0.835655	0.834336	0.819919	0.539982	0.817235
CpG35	0.352455	0.37385	0.227689	0.158199	0.392213	0.225523	0.28733	0.380144	0.408389	0.281839	0.36414	0.392213	0.309377	0.417839	0.259217	0.313376	0.286466	0.283811	0.309132	0.185981	0.234018	0.454314	0.401384	0.201484	0.441025	0.338579	0.336099	0.23733	0.460881	0.274316	0.130949	0.272264	0.353742	0.451222	0.149466	0.329993	0.333762	0.209921	0.315971	0.282131	0.405773	0.153318	0.3215	0.404729	0.361937	0.451983	0.301574	0.216955	0.191026	0.321508	0.177109	0.297899	0.210694	0.424272	0.397834	0.299664	0.245836	0.298496	0.330071	0.423818	0.394109	0.316311	0.366997	0.370714	0.298994	0.257682	0.520299	0.332847	0.3793	0.24402	0.223392	0.39084	0.37938	0.291083	0.359256	0.259248	0.277884	0.355073	0.187993	0.339467	0.317323	0.441317	0.27409	0.201781	0.210655	0.226902	0.372333	0.379209	0.197319	0.395262	0.331335	0.236917	0.160133	0.240027	0.228261	0.363936	0.260611	0.338738	0.321974	0.267104	0.270261	0.274406	0.178016	0.366799	0.249248	0.292888	0.337763	0.309548	0.359366	0.359243	0.396217	0.246605	0.276809	0.335317	0.28043	0.425547	0.462723	0.42075	0.378909	0.266514	0.279684	0.346769	0.201117	0.289678	0.291238	0.285664	0.258813	0.286074	0.289984	0.350858	0.289825	0.387455	0.20995	0.244237	0.188891	0.24578	0.272024	0.395193	0.387687	0.448482	0.352239	0.237161	0.347884	0.39088	0.42774	0.434743	0.421923	0.284536	0.381695	0.381079	0.209647	0.20119	0.302446	0.201972	0.364389	0.250708	0.28718	0.195603	0.385211	0.286208	0.28795	0.360122	0.261023	0.48548	0.185671	0.313351	0.353073	0.341846	0.326941	0.295874	0.195261	0.382706	0.294314	0.316432	0.215587	0.314568	0.358987	0.461404	0.189019	0.246953	0.287269	0.393214	0.301533	0.425801	0.260126	0.260255	0.327736	0.330387	0.194347	0.215227	0.167135	0.120014	0.417702	0.220504	0.436425	0.36209	0.402466	0.381664	0.379179	0.212689	0.229724	0.243747	0.344915	0.29433	0.284253	0.327159	0.410541	0.253845	0.233572	0.19132	0.288788	0.369078	0.212504	0.344801	0.390621	0.212921	0.298125	0.411761	0.353472	0.33813	0.358697	0.380939	0.240124	0.344269	0.364467	0.300891	0.270501	0.242217	0.340647	0.427227	0.356215	0.28911	0.299345	0.156508	0.199141	0.215929	0.201911
CpG36	0.681229	0.763476	0.682572	0.640079	0.803943	0.585477	0.651928	0.686914	0.723215	0.701135	0.703389	0.780548	0.637405	0.576753	0.65828	0.791164	0.713675	0.712195	0.768091	0.653479	0.582582	0.689299	0.720222	0.762226	0.722408	0.692618	0.68832	0.645358	0.690104	0.721017	0.778265	0.660816	0.64021	0.645218	0.611212	0.60507	0.648149	0.628804	0.7113	0.599222	0.660977	0.744254	0.702515	0.671191	0.873314	0.67785	0.693883	0.587068	0.779623	0.635387	0.641078	0.673437	0.722946	0.798378	0.728061	0.730718	0.690292	0.741327	0.71687	0.585844	0.679217	0.609714	0.668995	0.586671	0.744658	0.745751	0.772784	0.774646	0.645246	0.637087	0.625544	0.714342	0.771638	0.739604	0.711137	0.678277	0.62271	0.569751	0.592907	0.735124	0.649821	0.635387	0.623115	0.599102	0.580384	0.616972	0.648181	0.605945	0.793849	0.750545	0.644658	0.683236	0.691304	0.705714	0.546122	0.698465	0.710266	0.760412	0.732898	0.727222	0.819785	0.851682	0.781889	0.64747	0.718609	0.779159	0.654781	0.688799	0.807344	0.66759	0.600432	0.682252	0.631339	0.595861	0.635645	0.611295	0.716876	0.775105	0.646844	0.695119	0.583378	0.660467	0.649046	0.590021	0.889801	0.664421	0.677376	0.670823	0.904571	0.67726	0.582174	0.678646	0.646453	0.694548	0.795811	0.722559	0.770853	0.758963	0.679032	0.870953	0.635776	0.673298	0.814961	0.691713	0.728381	0.838834	0.569191	0.726232	0.601758	0.715197	0.610162	0.607702	0.708279	0.767861	0.849811	0.602744	0.724843	0.725493	0.801913	0.85003	0.632085	0.650423	0.701761	0.622094	0.647061	0.633181	0.573862	0.651968	0.761487	0.863484	0.619111	0.703566	0.733688	0.722458	0.745183	0.723085	0.663627	0.735347	0.67698	0.654741	0.691385	0.751226	0.743903	0.770712	0.692856	0.736387	0.642436	0.744577	0.666124	0.580906	0.620364	0.674894	0.588614	0.605223	0.624987	0.684416	0.626349	0.6937	0.740755	0.780955	0.682489	0.769242	0.698632	0.658025	0.599769	0.596816	0.710992	0.734522	0.702597	0.669571	0.700787	0.712612	0.823647	0.659294	0.62974	0.614368	0.630151	0.604822	0.663985	0.616436	0.614139	0.661451	0.866189	0.615551	0.691147	0.685532	0.691147	0.63855	0.710207	0.723364	0.952589	0.698571	0.836601	0.687738	0.7003	0.771716	0.610251
